rank,score,bucket,relevance,id,name,status,asset_type,capacity_mw,duration_hours,energy_gwh,investment_eur_bn,location,developer,planning_reference,technology,counting_rule,source,url,reasons
196,69,Watch,benchmark only,storage-news-0d6d9be59a20,Energy Storage Facility Turns Excess Renewables into Green Hydrogen - Tomorrow's World Today,Watch item,LDES / green hydrogen storage,,,,,,,,Energy Storage Facility Turns Excess Renewables into Green Hydrogen Tomorrow's World Today,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,Tomorrow's World Today,https://news.google.com/rss/articles/CBMiuwFBVV95cUxONXl5d05GVTJCR3pTYkcyc2dIZjVQeHE3TDZ4NGd0TEFvbVZPQ19lbEZRM3pWYW5BaldTSmtGa1ZjQ2hyZE9kbFRIcjF3Wm00UjJBb0JhSVlfYV9zcEduRVNpMHlMUjV0cHNKaUU4XzJUYjI2dko5cGpZaXM0a24tQmxENmswYWQyS3ZEMFNpVE9hTDl3dmZqeTZXU0IxV2lERjB0VEFaRl9UU1VtUGNKUlI3UkhBSTFhWmxz?oc=5,storage-specific language; benchmark only; operational; connected; planning; counting rule present
197,69,Watch,benchmark only,storage-news-2f4dcf1c13d1,VIDEO – Energy Storage Summit 2026: what technology will be deployed for LDES? - Energy-Storage.News,Watch item,Storage / grid flexibility,,,,,,,,VIDEO – Energy Storage Summit 2026: what technology will be deployed for LDES? Energy-Storage.News,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,Energy-Storage.News,https://news.google.com/rss/articles/CBMiqwFBVV95cUxNMlJyQnFJbDQtbGk0b2ZIZTZ2SFNROHNReURnQWNhRmFzZVRvUTRleWtwXzlSb3N5N3lFVExfZ1pzSURXa1BIaFlHek5PUjc4cTNoZTFGdGZ4ZDBlYmVkWExBOWJpVFBPckRZcjBCblFONV9FV0RJX1RIOEpJbWFxdmRRaVBjX0luYmhjWG9ZLXY3dlFhVzRFWTkwTHdKOXNwaHJTTHkzLTdycUU?oc=5,storage-specific language; benchmark only; operational; connected; planning; counting rule present
198,69,Watch,benchmark only,storage-news-a3cf4f8142ea,"Energy Dome and SRP to Add Long-Duration Energy Storage Project to the Grid, Expand Google Collaboration - Business Wire",Watch item,Storage / grid flexibility,,,,,,,,"Energy Dome and SRP to Add Long-Duration Energy Storage Project to the Grid, Expand Google Collaboration Business Wire",Do not include in renewable generation totals unless this is explicitly connected renewable generation.,Business Wire,https://news.google.com/rss/articles/CBMi8gFBVV95cUxOQmVZU2swUlR0aVl1OXhidzRMZF9vMHFWRFpFUm9ITUxLUXFZTjVlR3NyWlVKU1cxeFh4YVhGT1JzSmx3SEZ3RnB0NkdGc2RyS0k0ZE1jS0JGTWdrQm85LVYwc0FmMVMzcmdBc000UUNaYzh6WVN3c0lFZWVyYXdNSENjM0MtQ0E2ZVJNT19MNWVob3JzczFwcVl6Q2FOWVFHbWNoZEtncVFDeVBsRXpvYzN1R2pwMVNhc2tEWkQzZ3pja21hTFhkQ0tBWDM4UE02V3ZvS0tYRDNlWWZtRkdTNThLeUZhSVItbW00dm5nM2FPQQ?oc=5,storage-specific language; benchmark only; operational; connected; planning; counting rule present
199,69,Watch,benchmark only,storage-news-ed0a5de5c897,Energy update: Long Duration Energy Storage - Arthur Cox LLP,Watch item,Storage / grid flexibility,,,,,,,,Energy update: Long Duration Energy Storage Arthur Cox LLP,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,Arthur Cox LLP,https://news.google.com/rss/articles/CBMihAFBVV95cUxQY2NOM1luVlhHLWZsY2E5dFV1Tl82c3d3V1MtUTlDdDVhdmxsMFpqVlVXVVd3b3VSNnBvY1JXR3BOeGJvQ3dSckZrYi01cjNfbzRQcklxLTV5a3dnU2lnRU5Xd0xzZ21uWHM0S0lIZjJvSElvUlh1SjI2SlFfQWRudEh2ZmM?oc=5,storage-specific language; benchmark only; operational; connected; planning; counting rule present
200,69,Watch,benchmark only,storage-news-bd9678ccf52a,Long Duration Energy Storage - kpmg.com,Watch item,Storage / grid flexibility,,,,,,,,Long Duration Energy Storage kpmg.com,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,kpmg.com,https://news.google.com/rss/articles/CBMifkFVX3lxTE1HXzdqREVOUGlyQlpEQXhWRjNhR3gwdlFsOXg2dmRNOG1JVjZ6T3ZqdDRWSVlQc21hMzhEek9FUmFXY2NKYU5fR25pYmY1YVRFeWtHWEwwSDRmUnNMa3oxMTU2X3lFQ0ZEYWhBYWN0M3pHQklDS1N1MVIwNi1xUQ?oc=5,storage-specific language; benchmark only; operational; connected; planning; counting rule present
201,69,Watch,benchmark only,storage-news-75d8525e94ac,"'Storage in GB really starting to benefit from renewables buildout': Gore Street talks strategy, optimisation and LDES - Energy-Storage.News",Watch item,Storage / grid flexibility,,,,,,,,"'Storage in GB really starting to benefit from renewables buildout': Gore Street talks strategy, optimisation and LDES Energy-Storage.News",Do not include in renewable generation totals unless this is explicitly connected renewable generation.,Energy-Storage.News,https://news.google.com/rss/articles/CBMi4AFBVV95cUxNOEVQVi1Yc05tZk1MMkJHNnA1YzF3Y3ZSOVdnTDk5QmU4SHhrTTdZUW45aUFfeVFHS3JsM2hiUjdZUGRYcll2cU5oNU1WMlEyTWQ0cnpyVjU0ZktxUk5Qd0MzdjZKNWwtSzRvTzBRbUFPRkZiZE93ZjJjMHc0bGdmMjROTVlBazU0WmxwWmt1U1ZvN0pKN0xQMmV6SDZKOVcydTJmRlptMXpWU29WMFI5UGdZeTRTMk1LLVhpLUIyZjJNM0lLLUpEcXk1NTRrTnVQVXJQcmhGZ0xKTjJYZktybw?oc=5,storage-specific language; benchmark only; operational; connected; planning; counting rule present
202,69,Watch,benchmark only,storage-news-e88c77f28cc3,UK government sets 8-hour minimum for LDES cap-and-floor scheme - Energy-Storage.News,Watch item,Storage / grid flexibility,,,,,,,,UK government sets 8-hour minimum for LDES cap-and-floor scheme Energy-Storage.News,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,Energy-Storage.News,https://news.google.com/rss/articles/CBMinAFBVV95cUxQQ3pyei05aER3cW9fUzhuMzVmekJLbDdDclZsRTRpenIwenRueTJDVDZ4ajYzaHprWEJPNk1YT3dUaG1yMUdhNlRkbkI5SVR4b1RYZXJGcmQ1R19Db0dMMm5NYzBlckEwdzZ0d05EZmlnTm1MWmxfNW5WNEVlSUdHMzZRNDNDYW1ZUWRCTTNxNTNDT1FacXdfclM1Vi0?oc=5,storage-specific language; benchmark only; operational; connected; planning; counting rule present
203,69,Watch,benchmark only,storage-news-323f2d1f332d,Trina Storage and Aer Soléir launch largest BESS project in Italy - ESS News,Watch item,Battery energy storage,,,,,,,,Trina Storage and Aer Soléir launch largest BESS project in Italy ESS News,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,ESS News,https://news.google.com/rss/articles/CBMipAFBVV95cUxQajdDaFhyMkR6YTVnOU42VzcwbzdCVjBUeDUxZ1ZlQ2g2b3BTaUdUdWlnS3ZmZExYbzcyUlJ3dzQ0TGF2bGQ3QTAxZlA2Mm85ZkhtdUVSWUVMaGRnSlhJSTZMajh2X1VVekZXOG53SGdGRkdDRGlaMlhfdDFESy1VcHcyM1h0SllySC04R2psMWRBdU1PdFUtekxlMDBNS2NvM2QxUQ?oc=5,storage-specific language; benchmark only; operational; connected; planning; counting rule present
204,69,Watch,benchmark only,storage-news-9e7f883446b1,"‘Fresh, unsaturated market’: Gridbeyond begins BESS optimisation in Japan - Energy-Storage.News",Watch item,Battery energy storage,,,,,,,,"‘Fresh, unsaturated market’: Gridbeyond begins BESS optimisation in Japan Energy-Storage.News",Do not include in renewable generation totals unless this is explicitly connected renewable generation.,Energy-Storage.News,https://news.google.com/rss/articles/CBMipAFBVV95cUxQVUpVZDI0WFdkQTJLbHB3TVZ1aXgtQVVweE1vVGk3Q1NIVUJfbzlhc0ZXNUcwTEVEMWVjcTNBX3FSYU5XWEpGQ25rU0EySHlidXBRenpRYkdiTmppR19hWVZvd3ltV2lkbXlBMjRTNlcxNEEzWndLYmNJT0V2UzQ2YXJrLUFUUzN3ejBRWC1DaV9mWlk2NjRkWnRhcWVsOF9QdGtJTg?oc=5,storage-specific language; benchmark only; operational; connected; planning; counting rule present
205,69,Watch,benchmark only,storage-news-31e7b8271600,Equinor moves ahead with first UK grid-scale battery storage project - Energy-Storage.News,Watch item,Battery energy storage,,,,,,,,Equinor moves ahead with first UK grid-scale battery storage project Energy-Storage.News,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,Energy-Storage.News,https://news.google.com/rss/articles/CBMiowFBVV95cUxOMHktVWg1dVBhcjB3ejhmcFhwdGx0SXlQLUc5RkxHMm03Q0RFQ01CRk1uT2Etelk5RjliWl9fOEtlMmJQQXdtZm1HeWFfMUlLYmViRGRtS3JrenRFT2tHZ3EtOU9iQi1vbHhoRlJhNnFwY1NGZjZkN2MzR1c4cWhFTHV0UzJDMlFCbkxMNXd0bGJLQjFqRmNPNlNHV0dXU1hVSFdn?oc=5,storage-specific language; benchmark only; operational; connected; planning; counting rule present
206,69,Watch,benchmark only,storage-news-2a2e0460f9af,Local authority in England plans its second grid-scale battery storage system - Energy-Storage.News,Watch item,Battery energy storage,,,,,,,,Local authority in England plans its second grid-scale battery storage system Energy-Storage.News,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,Energy-Storage.News,https://news.google.com/rss/articles/CBMirwFBVV95cUxNRDJvYmxhaFZ1ZkhDYUJKTnVKaGlzQkRSTkFXRl9QdEc1UzcyTThVRHFUZHRKXy1vbHduN0N0a2luWHBrUkpfNEd0bHFPd1VZUmlZbnY5SndvaF95UTVxNENIcXJkSTl5dHVsQ2lORFgwNWdfaE5pQmU5MzNqdjNncVhRSWdTd1JZRk1OcE1fM2gtamZ2VGdsbFlBdm51QlJYVWVERnRRTU9RN1JKSjFF?oc=5,storage-specific language; benchmark only; operational; connected; planning; counting rule present
207,69,Watch,benchmark only,storage-news-d95d644cb1ae,The rise of hydrogen-fuelled tractors and vehicles - Teagasc | Agriculture and Food Development Authority - Teagasc | Agriculture and Food Development Authority,Watch item,LDES / green hydrogen storage,,,,,,,,The rise of hydrogen-fuelled tractors and vehicles - Teagasc | Agriculture and Food Development Authority Teagasc | Agriculture and Food Development Authority,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,Teagasc | Agriculture and Food Development Authority,https://news.google.com/rss/articles/CBMikwFBVV95cUxQUEp1ZVlMWS1KZXRnUm82dGctUHpxNUxxZkpUVmRQMndUMmtBSWFoRmI4X2FxQ0VOQWkxbDhMekVkVC1jc0lQSEhrc0FYT2xJU2pwWlR0WW1qSXNoa1lPLXZzdGhHWXVHeTNYRXZuTVhfRVBKeWRrU2YybXFET0lnM3hrVXBnUzkwV1dQbjhHRk5PZ3c?oc=5,storage-specific language; benchmark only; operational; connected; planning; counting rule present
208,69,Watch,benchmark only,storage-news-87d174bc2dec,EnergyPathways Secures UK Gas Storage License for MESH Hydrogen-Ready Project - fuelcellsworks.com,Watch item,LDES / green hydrogen storage,,,,,,,,EnergyPathways Secures UK Gas Storage License for MESH Hydrogen-Ready Project fuelcellsworks.com,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,fuelcellsworks.com,https://news.google.com/rss/articles/CBMizgFBVV95cUxPVnJpWkgwS0VlZGd0SU1zTktSWS1QVnUwSm9RbklwQlFKMHhJUkFRMnQwUDRjYUJHdFNaVjRQVG1QZS05S1R3SEhSQWxqWHUtblkwd3ZES0ZneGpUWUhtMjgzXzdCQzJzc3o1NnhCYXliVGJIbkRMY0RJM3hLM3ktSHBxZl84Zm5KcUs5ODNqQlN6U3QwclhfMjI1U3JCNUxJOENRLWx1R1FaU3FicjE3MHJPaFMwY0hRWDRqVzFwLXZYQmdZZXpsZ0pTUlo0Zw?oc=5,storage-specific language; benchmark only; operational; connected; planning; counting rule present
209,69,Watch,benchmark only,storage-news-9f1ace933e79,Harnessing Offshore Wind – Green Hydrogen Development Co-Operation - William Fry,Watch item,LDES / green hydrogen storage,,,,,,,,Harnessing Offshore Wind – Green Hydrogen Development Co-Operation William Fry,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,William Fry,https://news.google.com/rss/articles/CBMipAFBVV95cUxNZkhlamw1eWhYa3JydDJhdFdjSC1HSTJBX3ctV2JnT2lqTDVWRnNtZDZqRG82WlMxSDNaMnBUNmtZakstOFlMOF96ZTd1V3psMjJXNlZKTFRJOThWNm1pSm1rYVIzLWo5S3E2WmhSNmFUbHlNSXo1QjBUVDItc3JfY1FUWVZESkswdG1PZzV2bGVzYUo4S0JXeThqdHowbHFYemdqeg?oc=5,storage-specific language; benchmark only; operational; connected; planning; counting rule present
210,69,Watch,benchmark only,storage-news-bc80ad0c13ef,Green hydrogen a ‘golden ticket’ towards net zero goals - agendaNi,Watch item,LDES / green hydrogen storage,,,,,,,,Green hydrogen a ‘golden ticket’ towards net zero goals agendaNi,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,agendaNi,https://news.google.com/rss/articles/CBMihgFBVV95cUxQREpnQ0hJMnBEZHVLSk40VUYxQl9GV3ZhRGZVWjlsT1JkUXdMUEpndXBfdEhyeTBXREg1MFp4OG1Vajd2X2cyLWtrWG5VMlczUVdCTUsxOC00NFp0cTZ5aFZIWXBOVk1PRXVrdFoyUU9wUEFWNGUwYnlNRjZCdU8yUk1oVWRDdw?oc=5,storage-specific language; benchmark only; operational; connected; planning; counting rule present
211,69,Watch,benchmark only,storage-news-c77b233a5957,UL researchers make breakthrough for more efficient green hydrogen - Silicon Republic,Watch item,LDES / green hydrogen storage,,,,,,,,UL researchers make breakthrough for more efficient green hydrogen Silicon Republic,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,Silicon Republic,https://news.google.com/rss/articles/CBMipwFBVV95cUxOSTNUY2JoNEhfc3JxOWI3NFhza1Y4djVCcDhVTjhJWVpfc25Ia2J6WmMwaU43UU80bVA5MTZndW1Qc096b3hYYkh4T0xqazg5dlJyQl9idTVpc2VPbXBIOFh6V3RvMFY2N0oyUlNTY1czTXZaUjljZWtRc0dRSDlhWDZFaHY0a1ZqbE5oQ1JiNk9FN1NIRGYzWWZ6a0lJeGpIVjNmenp5NA?oc=5,storage-specific language; benchmark only; operational; connected; planning; counting rule present
212,69,Watch,benchmark only,storage-news-16bed8aed8d8,New report sets out ways to build more energy storage and green hydrogen projects alongside offshore wind farms - RenewableUK,Watch item,LDES / green hydrogen storage,,,,,,,,New report sets out ways to build more energy storage and green hydrogen projects alongside offshore wind farms RenewableUK,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,RenewableUK,https://news.google.com/rss/articles/CBMihAJBVV95cUxQOGFkeGRkX0o3eUFxcWxvYkN6SGNrZGRjN2xpcWZuYzZGY3BPdXNta0dQWmhrVDBkSDNuSm9tbEFZV1RyaDI4aWhqbFNtdndhZUkxRC1jaDI2cjFESHlNUjRVYV9FUUxZN3pjTDJxQVA5Si1keWZ6UmNPdVhxdFRDZ1lOTzFzUVFXV25BZ0g1Y09BQXkxSm5TcmtKTmRSTjA2dlBWNkpCUTdFaUw3OWJFMjctbDBydW5JNEZzSFJFTkhZTVhkMlhjQ0RmLVRiSENFRkJhbkdmS2FBV1FiTXQteVc1bGdrS3I4MW5yUXNON1hmOEhoa3liRDB4dHp3V1R1MVpjUQ?oc=5,storage-specific language; benchmark only; operational; connected; planning; counting rule present
213,69,Watch,benchmark only,storage-news-d4a593f3476e,UK firm lands work on Britain’s huge gas and hydrogen energy storage project - Offshore-Energy.biz,Watch item,LDES / green hydrogen storage,,,,,,,,UK firm lands work on Britain’s huge gas and hydrogen energy storage project Offshore-Energy.biz,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,Offshore-Energy.biz,https://news.google.com/rss/articles/CBMirAFBVV95cUxQXzIyWS12SXdLem5wdk53ZUdiN3FoRkxLRnRqd3JIQ0dUaTBqVlpqMGVaZW00ME5hNUJoV3JMdUdYVkNFX1o1WGFiMEhLRl9oQmtqeG1ocl9zVnphUlJGUERKVGZ1OUprUkRNZlhNY1g1QTI1ZS1vNGhzTDB5dXBlOWFIZ0g4YVY3WDctdXBzT3F2YlFSWFlzb0FWQnpzRWRSUTQ3ejU4LTV6eVRr?oc=5,storage-specific language; benchmark only; operational; connected; planning; counting rule present
214,69,Watch,benchmark only,storage-news-4f9048ed3039,Kimberly-Clark Commits to Green Hydrogen in UK - fuelcellsworks.com,Watch item,LDES / green hydrogen storage,,,,,,,,Kimberly-Clark Commits to Green Hydrogen in UK fuelcellsworks.com,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,fuelcellsworks.com,https://news.google.com/rss/articles/CBMi2AFBVV95cUxQWWp1TVB0cUFnQ2pNMHNLMF9CNER0QVJSN3V3UnJkVURrZmRRSjg1bGZoUkNpd2d3azU4MjMzeW5rdVN2Yzl3OXJaQlh6T2lzbDB1UlRuZ3RRVUZyLUJudm9aRFZPOHBKdWIwY1lzNzZ5X2xPanJPdU1FWTEzb0VIbmwyQWFLQ2l6QU45dUtUbW44YUxjRGNKY2NqanBFMGI3M0tCa0tfazdjaWNQdlZOX0tDOG1BMUxqb0w4dGMwYTFwc0xXZUpkMU9LUVk4MEJEbk9yb0IyTEk?oc=5,storage-specific language; benchmark only; operational; connected; planning; counting rule present
215,69,Watch,benchmark only,storage-news-28d63d196b46,Larne Lough gas storage caverns could aid net zero plan - study - bbc.co.uk,Watch item,LDES / green hydrogen storage,,,,,,,,Larne Lough gas storage caverns could aid net zero plan - study bbc.co.uk,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,bbc.co.uk,https://news.google.com/rss/articles/CBMiZkFVX3lxTE9nVU5kd1JSZVc3VVJqUHB2MU5HbzVkWElvME9rOF9tQ2RpbnU1ZmRtbDhuN0JfS1hDTXZQZkpha01USnlCR2xFSlBLVEdKUTRmbFZTRXlvY0xTUDNfUzZLMUgwOU5NQQ?oc=5,storage-specific language; benchmark only; operational; connected; planning; counting rule present
216,69,Watch,benchmark only,storage-news-fc840e5a65bb,Glasgow to be home to first-of-a-kind hydrogen storage project - GOV.UK,Watch item,LDES / green hydrogen storage,,,,,,,,Glasgow to be home to first-of-a-kind hydrogen storage project GOV.UK,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,GOV.UK,https://news.google.com/rss/articles/CBMingFBVV95cUxOSWtoS3pzWkhlc1Q2ZlUtRXpwN3NjQkVTeVFJY3dLc3I2UFdaRHFjeHN6V0RxbUhHbE9EdU5IWDFwOUE0NnhPSzBKbWg4cUxoVGRPVUFNWUdkdnF5V29XejlsM1dsMllwMllpU1FRZ280WGphdElzOXYtajhsWVVuRDlkS3h2ZFNMdHdENzFkUU9EQXZteUVzS29GbG9oZw?oc=5,storage-specific language; benchmark only; operational; connected; planning; counting rule present
217,69,Watch,benchmark only,storage-news-8b10ef36aaad,Top 30 Hydrogen Fuel Technology Startups to Watch in 2025 - StartUs Insights,Watch item,LDES / green hydrogen storage,,,,,,,,Top 30 Hydrogen Fuel Technology Startups to Watch in 2025 StartUs Insights,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,StartUs Insights,https://news.google.com/rss/articles/CBMijAFBVV95cUxPemxKaDhBM1ZmeFFyQWxBdHgzOS1vdGJRVlk4emlPb090bFJ6eFdjOGo4NWtwUENwWW5jN29PaWphSlIxZ2RDSWo4VGJTVXhUMzZUS19hOGpkLWRtYXpsRkprR3U5M2xSYnI0TWlrdEsweG03SG9HTDkwQ2VYRUFMN2E1c2x3eGpMYklyUw?oc=5,storage-specific language; benchmark only; operational; connected; planning; counting rule present
218,69,Watch,benchmark only,storage-news-cf5e0256288a,Britain’s ‘largest hydro power plant’ to be converted for pumped hydro storage - Solar Power Portal,Watch item,Pumped hydro storage,,,,,,,,Britain’s ‘largest hydro power plant’ to be converted for pumped hydro storage Solar Power Portal,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,Solar Power Portal,https://news.google.com/rss/articles/CBMixAFBVV95cUxPdEluUUtWUnNqMVNmaDBvRVUwVnpkTm9fcTRTVVVuX2k3dkdyWG95OUNpSFYzRER0eTZnMzlnZ1p4UmlWUGlwbFBVNUhTaTFrYWxMcHFTUS1WU2RPY01temxwWGQxZm9ual9wVnV3VEsyM2gxNFJKVDlUT2w0TDBndmlZenIxN2JadWpmMUN6LWRBSk1BNzVuQXJBMWtKSVZqUTFuYUt6NW5BbGFJbVJ2Uk5DZUlRSlVSZmk2TGxoY25ETmta?oc=5,storage-specific language; benchmark only; operational; connected; planning; counting rule present
219,69,Watch,benchmark only,storage-news-a8466aed92e9,Is this the world’s best battery? It’s not what you’d expect - Gulf News,Watch item,Battery energy storage,,,,,,,,Is this the world’s best battery? It’s not what you’d expect Gulf News,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,Gulf News,https://news.google.com/rss/articles/CBMirgFBVV95cUxPWGJkZkZjZ0N2dFlDQml1SmQxOHU2NmtmNDYyYXc2OU53OGZ6cjJyeG1ERkRUUlY3MG54QzVNZkswdE84aW5uQlZSVXlGSGFqSm9jU0pKZ2lFcGt2MXRiT2FkQVo0bWl3WUxxeWZET3lxSElpdG5JcGJTZTh6OW0ybmVkVEVqdGx5ZnBtZUVQT3A3Z3ZGU3IyandwOU5pbGZQZjQ1bkZfc2tmQjJYU0E?oc=5,storage-specific language; benchmark only; operational; connected; planning; counting rule present
220,69,Watch,benchmark only,storage-news-42f5d19d9ca7,SSE buys Co Tyrone battery storage project from Heron Group - Belfast Telegraph,Watch item,Battery energy storage,,,,,,,,SSE buys Co Tyrone battery storage project from Heron Group Belfast Telegraph,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,Belfast Telegraph,https://news.google.com/rss/articles/CBMi0wFBVV95cUxNLTNsSEFBWHhRMlZrWHdpVENLM2JTYzk5Y2NJS3VGenMxNFlsVzZhdkJHZlR3N2RVcXgybWRfRDYwbnRlMzM0bmZZa01pRTZCZ0stbWxWQzZqeFY5S0Z5M3JBNGh2dHd1ckxNNXQtM05xai1hMGlIb29sazdWWEtBLS1fc2NRam51d2pwX3pHLXV4SkREZ3hOdGJVb3NaaVdBWkpqMmdGTGQtTGR1Tm1yU2owVTMyRkoyeGFkc0RMcU5UcHc0YkVUMkN1aXJGWGhnXy00?oc=5,storage-specific language; benchmark only; operational; connected; planning; counting rule present
221,69,Watch,benchmark only,storage-news-a914a1a26b4c,"UK BESS project approvals for ILI, Aukera, Apatura, Lightsource bp and data centre - Energy-Storage.News",Watch item,Battery energy storage,,,,,,,,"UK BESS project approvals for ILI, Aukera, Apatura, Lightsource bp and data centre Energy-Storage.News",Do not include in renewable generation totals unless this is explicitly connected renewable generation.,Energy-Storage.News,https://news.google.com/rss/articles/CBMisgFBVV95cUxOaUlzdVhDWW5iZldBNXI3QUpqaGlwSWFNZWliTDRfQ2N3Vk51VDUtZTFQd0NVNF9LTHFGN1U0VDBYelN3bmNpOGtwUmFBczdSVHpaa1M1dFV3QmdzdFdNclJXWjhiUTVMN2NwYU0yVzcxeFJvaEdGWFk0QWlkeldNZHBuU1FBNkI5OHBXZWVxUTk1N3JOa3R1bXNILVlnZEhXSXZDRjBMYUtzRVBvX3F3LTRR?oc=5,storage-specific language; benchmark only; operational; connected; planning; counting rule present
222,69,Watch,benchmark only,storage-news-8c8d9f68c911,Battery energy storage systems (BESS) - The House of Commons Library,Watch item,Battery energy storage,,,,,,,,Battery energy storage systems (BESS) The House of Commons Library,Do not include in renewable generation totals unless this is explicitly connected renewable generation.,The House of Commons Library,https://news.google.com/rss/articles/CBMic0FVX3lxTE9LaklvOTQ3TUp6UTlvOXRjaDFScUhKY1d5bnZOWDFUSmlyUEhWR0FleEprMFdtUmJtYVY2aUVtVjBPM0owMm9CY2JRdFFnS1FKYmRzeWY4OFJGSmo1VDRaT3FPMXdwRl9kQ2pyOXpVVzBjcTA?oc=5,storage-specific language; benchmark only; operational; connected; planning; counting rule present
